"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"","","","1","59","1","en","tad","0","neutral","0.982247","0.327962","0.157748","0.16409","0.025852","0.045739"
"","","","1","27","1","en","product","0","neutral","0.94866","0.19288","0.129274","0.060777","0.032774","0.028615"
"","","","1","61","1","en","lips","-0.582669","negative","0.961881","0.613518","0.059518","0.2856","0.086162","0.08989"
"","","","1","29","1","en","fruity scent","0.519382","positive","0.939805","0.398208","0.159746","0.176418","0.075375","0.075553"
"","","","1","64","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d189","","","","","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d1a9","","","","","","","","","","","","",""
"","","","1","44","1","en","gritty residue","-0.792882","negative","0.912157","0.346037","0.215229","0.127552","0.212103","0.195571"
"","","","1","24","1","en","","","","","","","","",""
"","","","1","44","1","en","lips","-0.623525","negative","0.999927","0.492549","0.134757","0.292247","0.216763","0.099582"
"","","","1","117","1","en","smell","-0.622076","negative","0.994126","0.342216","0.103088","0.067705","0.609233","0.032519"
"","","","1","32","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d219","","","","","","","","","","","","",""
"","","","1","69","1","en","shade","0.61468","positive","0.96756","0.044067","0.76893","0.028807","0.028416","0.02518"
"","","","1","100","1","en","little stinging","-0.764683","negative","0.974122","0.485574","0.251678","0.269827","0.116395","0.048976"
"","","","1","96","1","en","shade","0","neutral","0.944085","0.23933","0.02804","0.041503","0.133755","0.455022"
"","","","1","47","1","en","wear","0","neutral","0.94017","0.26524","0.041575","0.545656","0.018165","0.162224"
"","","","1","34","1","en","lips","-0.607534","negative","0.911639","0.237553","0.284743","0.175917","0.18543","0.09974"
"","","","1","46","1","en","","","","","","","","",""
"","","","1","35","1","en","","","","","","","","",""
"","","","1","62","1","en","color","0","neutral","0.978549","0.153864","0.052881","0.07668","0.039553","0.258707"
"","","","1","39","1","en","texture","-0.721254","negative","0.932221","0.187923","0.169382","0.095635","0.061696","0.078153"
"","","","1","14","1","en","smoothness","0.724283","positive","0.941445","0","0","0","0","0"
"","","","1","42","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d2e9","","","","","","","","","","","","",""
"","","","1","71","1","en","glitter","-0.627584","negative","0.939043","0.221463","0.248365","0.132651","0.082935","0.069261"
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d2c9","","","","","","","","","","","","",""
"","","","1","63","1","en","red hue","0","neutral","0.924013","0.032144","0.62121","0.06127","0.085102","0.042447"
"","","","1","53","1","en","lip gloss","-0.680343","negative","0.906437","0.250965","0.066364","0.121407","0.190043","0.433475"
"","","","1","82","1","en","taste","-0.533162","negative","0.971087","0.494208","0.124917","0.035418","0.328746","0.092439"
"","","","1","26","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d3f9","","","","","","","","","","","","",""
"","","","1","58","1","en","lip gloss","0","neutral","0.952016","0.540419","0.205861","0.140124","0.134651","0.099873"
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d4c9","","","","","","","","","","","","",""
"","","","1","44","1","en","product","0.523461","positive","0.943182","0.069898","0.738659","0.092476","0.006366","0.03597"
"400","not enough text provided for language detection","0e7fa6da5a72cd490cd1d4b9","","","","","","","","","","","","",""
"","","","1","32","1","en","COLOR","-0.537912","negative","0.904443","0.460944","0.068109","0.079312","0.020913","0.131933"
"","","","1","45","1","en","thickness","-0.453805","negative","0.901404","0.514253","0.078317","0.074223","0.058103","0.126859"
"","","","1","27","1","en","","","","","","","","",""
"","","","1","28","1","en","","","","","","","","",""
"","","","1","14","1","en","feel","0","neutral","0.958511","0","0","0","0","0"
"","","","1","26","1","en","teeth","0","neutral","0.998982","0.086123","0.28225","0.111991","0.067673","0.085711"
"","","","1","25","1","en","good product","-0.774729","negative","0.958555","0.232246","0.097016","0.039908","0.014939","0.011059"
"","","","1","15","1","en","","","","","","","","",""
"","","","1","79","1","en","color","-0.502515","negative","0.90221","0.148831","0.179551","0.091248","0.074744","0.088473"
"","","","1","36","1","en","product","-0.577993","negative","0.984344","0.250135","0.084041","0.045922","0.014477","0.010965"
"","","","1","80","1","en","good color","0.65818","positive","0.998212","0.107081","0.383478","0.053128","0.010058","0.030604"
"","","","1","45","1","en","","","","","","","","",""
"","","","1","30","1","en","bit","0.455317","positive","0.987753","0.328418","0.20058","0.219447","0.060978","0.108184"
"","","","1","46","1","en","sticky.","-0.830356","negative","0.901646","0.39936","0.252541","0.172469","0.054484","0.07211"
"","","","1","32","1","en","bit","0","neutral","0.947818","0.445677","0.2382","0.20852","0.017334","0.033406"
"","","","1","35","1","en","color result","-0.818264","negative","0.949663","0.092231","0.330388","0.055164","0.010128","0.063852"
"","","","1","136","1","en","lips","-0.716361","negative","0.914401","0.203804","0.113943","0.351772","0.43387","0.147545"
"","","","1","36","1","en","wand","-0.405999","negative","0.941311","0.219229","0.14699","0.111179","0.061954","0.080464"
"","","","1","31","1","en","shine","0","neutral","0.94151","0.264452","0.645412","0.00711","0.00237","0.011703"
"","","","1","25","1","en","","","","","","","","",""
"","","","1","41","1","en","","","","","","","","",""
"","","","1","56","1","en","CAP","-0.850352","negative","0.914835","0.394224","0.042803","0.218423","0.111985","0.443095"
"","","","1","78","1","en","dull","-0.852556","negative","0.931722","0.310463","0.153762","0.045281","0.011176","0.0519"
"","","","1","24","1","en","Felt","-0.322859","negative","0.942224","0.509842","0.054782","0.419246","0.073035","0.08958"
"","","","1","19","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d3c9","","","","","","","","","","","","",""
"","","","1","19","1","en","","","","","","","","",""
"","","","1","17","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d399","","","","","","","","","","","","",""
"","","","1","28","1","en","","","","","","","","",""
"","","","1","15","1","en","","","","","","","","",""
"","","","1","57","1","en","","","","","","","","",""
"","","","1","95","1","en","lips","-0.720923","negative","0.938805","0.440863","0.146878","0.181895","0.165565","0.248578"
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d499","","","","","","","","","","","","",""
"","","","1","80","1","en","glitter","-0.449432","negative","0.988181","0.266977","0.191704","0.250216","0.041867","0.105379"
"","","","1","34","1","en","product","0","neutral","0.917757","0.272837","0.299087","0.101307","0.034108","0.045667"
"","","","1","98","1","en","pinkish lip color","0","neutral","0.992495","0.248843","0.246607","0.19693","0.090301","0.07372"
"","","","1","132","1","en","sparkles","0","neutral","0.929461","0.199387","0.658915","0.06136","0.090141","0.044309"
"","","","1","17","1","en","","","","","","","","",""
"","","","1","34","1","en","application process","-0.683283","negative","0.949653","0.095468","0.052056","0.00575","0.036606","0.077391"
