"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"","","","1","28","1","en","pink","0.491392","positive","0.939985","0.016132","0.521645","0.073693","0.075936","0.024097"
"","","","1","32","1","en","color","0.588247","positive","0.963486","0.140287","0.187448","0.04529","0.009105","0.01471"
"","","","1","100","1","en","glittery","0.863534","positive","0.949792","0.085035","0.288312","0.066166","0.015896","0.043489"
"","","","1","45","1","en","","","","","","","","",""
"","","","1","21","1","en","smoothness","0.801856","positive","0.987184","0.15857","0.543518","0.062614","0.118477","0.075906"
"","","","1","14","1","en","color","-0.532814","negative","0.919899","0","0","0","0","0"
"","","","1","204","1","en","product","0.767184","positive","0.991665","0.276393","0.411163","0.063378","0.027108","0.036308"
"","","","1","52","1","en","long lasting shimmer","0.663949","positive","0.977871","0.650111","0.092066","0.150365","0.131531","0.103648"
"","","","1","40","1","en","scent","0","neutral","0.953816","0.069064","0.252366","0.089146","0.155731","0.190361"
"","","","1","17","1","en","glossy finish","0","neutral","0.942048","0.297899","0.581043","0.028777","0.026665","0.094998"
"","","","1","39","1","en","lips","0.797127","positive","0.958806","0.30815","0.472174","0.1492","0.116585","0.053394"
"","","","1","108","1","en","lips","0.79315","positive","0.90782","0.274049","0.348772","0.119305","0.130384","0.071717"
"","","","1","98","1","en","glossy effect","0.741009","positive","0.909312","0.183942","0.152515","0.12615","0.009389","0.021606"
"","","","1","22","1","en","","","","","","","","",""
"","","","1","101","1","en","color","0.773341","positive","0.963948","0.085035","0.288312","0.066166","0.015896","0.043489"
"400","not enough text provided for language detection","0e7fa6da5a72ccdd0c886b21","","","","","","","","","","","","",""
"","","","1","59","1","en","","","","","","","","",""
"","","","1","167","1","en","w/e","0.220954","positive","0.986574","0.126836","0.137387","0.080166","0.047798","0.063282"
"","","","1","19","1","en","nice color","0.903048","positive","0.914631","0.015525","0.787918","0.015537","0.002374","0.011007"
"","","","1","107","1","en","SOFT APPLICATOR.Also","0.624936","positive","0.963596","0.029023","0.816759","0.027926","0.006991","0.016892"
"","","","1","137","1","en","good shape","0.874297","positive","0.974131","0.089624","0.710714","0.020612","0.004751","0.015193"
