"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"","","","1","73","1","en","ingredients","0.600422","positive","0.99937","0.257692","0.225776","0.069026","0.105958","0.044976"
"","","","1","40","1","en","lip gloss","-0.801489","negative","0.990809","0.229251","0.22037","0.189753","0.142708","0.104354"
"","","","1","213","1","en","tempting Shades","0.503443","positive","0.915976","0.153947","0.18706","0.076333","0.096168","0.087988"
"","","","1","24","1","en","words","0.440972","positive","0.912401","0.162118","0.577009","0.104442","0.06826","0.120275"
"","","","1","138","1","en","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce380bcea761","","","","","","","","","","","","",""
"","","","1","35","1","en","nothing.","-0.874517","negative","0.903313","0.163702","0.013313","0.02318","0.139929","0.435254"
"","","","1","83","1","en","tastier lip","-0.312926","negative","0.930067","0.226443","0.300539","0.16517","0.183751","0.096231"
"","","","1","58","1","en","","","","","","","","",""
"","","","1","53","1","en","MEANING","-0.5324","negative","0.959732","0.434216","0.151803","0.201695","0.111243","0.300843"
"","","","1","18","1","en","","","","","","","","",""
"","","","1","78","1","en","lip gloss  w/e","0","neutral","0.999614","0.248012","0.258116","0.019089","0.034729","0.026633"
"","","","1","77","1","en","flavor","-0.418883","negative","0.934365","0.153543","0.15204","0.093248","0.11512","0.090183"
"","","","1","47","1","en","description","0","neutral","0.950416","0.115999","0.16619","0.067271","0.172448","0.055467"
"","","","1","16","1","en","","","","","","","","",""
"","","","1","24","1","en","needs","-0.624712","negative","0.964739","0.320184","0.027825","0.290594","0.072498","0.096533"
"400","not enough text provided for language detection","683fc2df5a72ce380bcea811","","","","","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce380cabdfe9","","","","","","","","","","","","",""
"","","","1","62","1","en","description","0.875895","positive","0.942476","0.103995","0.699225","0.06258","0.047276","0.041154"
"400","not enough text provided for language detection","683fc2df5a72ce380cabe0c9","","","","","","","","","","","","",""
"","","","1","82","1","en","STRONG descriptive words","0","neutral","0.925828","0.059238","0.806366","0.029094","0.045646","0.02231"
"400","not enough text provided for language detection","0e7fa6da5a72ce380ce14d05","","","","","","","","","","","","",""
"","","","1","59","1","en","texture","0.301026","positive","0.961761","0.138794","0.178501","0.088376","0.072945","0.08686"
"","","","1","17","1","en","","","","","","","","",""
"","","","1","46","1","en","sticky watery texture","-0.297019","negative","0.976932","0.290758","0.115641","0.153744","0.136423","0.084857"
"","","","1","62","1","en","word","-0.595077","negative","0.921048","0.455545","0.135936","0.072817","0.099822","0.167677"
"","","","1","142","1","en","jelly gloss melts","-0.762197","negative","0.931778","0.462144","0.248691","0.164253","0.139803","0.119513"
"","","","1","98","1","en","certain flavor","0.692135","positive","0.942951","0.107665","0.18682","0.067536","0.410749","0.105912"
"","","","1","20","1","en","dislike","0","neutral","0.948535","0.151545","0.174219","0.093654","0.072945","0.08686"
"","","","1","67","1","en","stays","0.631703","positive","0.995208","0.358344","0.163807","0.090207","0.096498","0.148468"
"","","","1","103","1","en","word Rouge","0.626288","positive","0.913086","0.14057","0.415489","0.129965","0.172438","0.149693"
"","","","1","33","1","en","results","-0.744381","negative","0.941451","0.198961","0.309365","0.080641","0.048284","0.139206"
"","","","1","18","1","en","","","","","","","","",""
"","","","1","36","1","en","product","-0.577993","negative","0.984344","0.250135","0.084041","0.045922","0.014477","0.010965"
"","","","1","18","1","en","dislikes","-0.684892","negative","0.963204","0.151545","0.174219","0.093654","0.072945","0.08686"
"","","","1","32","1","en","words","-0.62609","negative","0.950416","0.484371","0.139852","0.068132","0.094674","0.187064"
"","","","1","74","1","en","best lip gloss","-0.878684","negative","0.912984","0.053601","0.761441","0.060049","0.040266","0.04308"
"400","invalid request: content is empty","0e7fa6da5a72ce380ce14b35","","","","","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce380cabde59","","","","","","","","","","","","",""
"","","","1","147","1","en","flavor","-0.767946","negative","0.917365","0.151545","0.174219","0.093654","0.072945","0.08686"
"","","","1","26","1","en","board","-0.497892","negative","0.912401","0.12491","0.307071","0.051297","0.093118","0.102343"
"","","","1","44","1","en","","","","","","","","",""
"","","","1","97","1","en","product","0","neutral","0.930732","0.074316","0.147697","0.018749","0.282645","0.037898"
"","","","1","36","1","en","product","-0.577993","negative","0.984344","0.250135","0.084041","0.045922","0.014477","0.010965"
"","","","1","126","1","en","Jojoba","0","neutral","0.968337","0.495339","0.125588","0.054784","0.064492","0.028594"
"400","not enough text provided for language detection","0e7fa6da5a72ce380ce14af5","","","","","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce380cabe039","","","","","","","","","","","","",""
"","","","1","26","1","en","new sensorial applicator","0.775826","positive","0.97636","0.060386","0.801622","0.105716","0.01496","0.021693"
"","","","1","26","1","en","stickiness","0","neutral","0.955764","0.157982","0.014879","0.042687","0.124199","0.643925"
"400","not enough text provided for language detection","683fc2df5a72ce380cabe149","","","","","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce380cabdfc9","","","","","","","","","","","","",""
"","","","1","31","1","en","","","","","","","","",""
"","","","1","41","1","en","","","","","","","","",""
"","","","1","39","1","en","delicious jelly texture","0.856826","positive","0.933736","0.028475","0.789385","0.018967","0.014682","0.015564"
"","","","1","18","1","en","","","","","","","","",""
"","","","1","55","1","en","watery texture","-0.344379","negative","0.916237","0.520407","0.092351","0.090286","0.090509","0.133324"
"400","not enough text provided for language detection","683fc2df5a72ce380cabe289","","","","","","","","","","","","",""
"","","","1","35","1","en","ingredients","-0.4814","negative","0.931269","0.162492","0.17854","0.046851","0.117943","0.04702"
"","","","1","34","1","en","","","","","","","","",""
