"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"","","","1","108","1","en","Aloe Active Ingredient","0.812625","positive","0.933552","","","","",""
"","","","1","31","1","en","long lasting affect","0.765189","positive","0.993045","0.438199","0.338927","0.066861","0.022198","0.033373"
"","","","1","52","1","en","aloe organic ingredient","0.495811","positive","0.931015","0.082885","0.526228","0.087072","0.129539","0.042644"
"","","","1","64","1","en","product justice","0.923854","positive","0.950422","0.280593","0.64769","0.047503","0.018686","0.017481"
"","","","1","32","1","en","","","","","","","","",""
"","","","1","45","1","en","information","0.761115","positive","0.977912","0.135391","0.518581","0.072769","0.030192","0.066069"
"","","","1","29","1","en","","","","","","","","",""
"","","","1","32","1","en","Natural ingredients","0.637156","positive","0.954565","0.121941","0.35492","0.028006","0.036203","0.013236"
"","","","1","30","1","en","noutishing aspects","0","neutral","0.987072","0.151545","0.174219","0.093654","0.072945","0.08686"
"","","","1","22","1","en","Smooth glide","0.760363","positive","0.944079","0.103083","0.595835","0.051484","0.030274","0.045363"
"","","","1","69","1","en","yummy","0.883946","positive","0.971689","0.06618","0.747277","0.038754","0.109149","0.039591"
"","","","1","51","1","en","shades","0.54023","positive","0.97953","0.300703","0.202086","0.190756","0.103811","0.061638"
"","","","1","70","1","en","natural waxes","0.757761","positive","0.981824","0.207752","0.197044","0.045362","0.040054","0.034124"
"","","","1","113","1","en","natural waxes","0.886742","positive","0.915826","0.120166","0.482865","0.084205","0.076192","0.058984"
"","","","1","89","1","en","organic natural waxes","0.862201","positive","0.993417","0.064531","0.550518","0.072603","0.033581","0.019038"
"","","","1","141","1","en","easy-to-carry packaging","0","neutral","0.934574","0.090259","0.517742","0.143877","0.020873","0.098837"
"","","","1","82","1","en","lips","0","neutral","0.903858","0.248877","0.416838","0.165375","0.143647","0.109252"
"","","","1","28","1","en","product","0","neutral","0.98756","0.231095","0.064514","0.034028","0.015277","0.059536"
"","","","1","85","1","en","lips","0","neutral","0.989749","0.493412","0.275619","0.184046","0.142753","0.085866"
"","","","1","21","1","en","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72cdc10b11a62d","","","","","","","","","","","","",""
"","","","1","187","1","en","Aloe Active Ingredients","0.816779","positive","0.938248","0.058875","0.287489","0.10541","0.034835","0.089608"
"","","","1","145","1","en","effortless application","0.955893","positive","0.946852","0.074028","0.214049","0.029856","0.028336","0.034167"
"","","","1","132","1","en","innovative jelly gloss","0.907727","positive","0.918063","0.064732","0.735263","0.023344","0.038687","0.02236"
"","","","1","95","1","en","description","0.850725","positive","0.946484","0.091419","0.646667","0.107661","0.049215","0.051363"
"","","","1","52","1","en","organic ingredients","0.862959","positive","0.900728","0.090681","0.666585","0.084217","0.037445","0.013781"
"","","","1","31","1","en","","","","","","","","",""
"","","","1","78","1","en","description","0.852937","positive","0.979982","0.305165","0.454597","0.050754","0.110047","0.028596"
"","","","1","26","1","en","","","","","","","","",""
"","","","1","202","1","en","nonorganic products","0","neutral","0.901205","0.251529","0.129512","0.014052","0.086079","0.060784"
"","","","1","94","1","en","Innovative jelly gloss","0","neutral","0.905795","0.092147","0.433111","0.056328","0.054198","0.050316"
"","","","1","58","1","en","","","","","","","","",""
"","","","1","68","1","en","lip gloss","0.567715","positive","0.942789","0.155815","0.49771","0.213225","0.08188","0.098641"
"","","","1","79","1","en","natural  waxes","0.603568","positive","0.905838","0.111005","0.243081","0.045525","0.005434","0.012642"
"","","","1","92","1","en","hasa smooth watery","0","neutral","0.990595","0.170832","0.380112","0.086035","0.043287","0.008734"
"","","","1","54","1","en","big difference","-0.475668","negative","0.905253","0.145886","0.422858","0.206317","0.10523","0.105873"
"","","","1","67","1","en","cosmetic bag","0","neutral","0.94939","0.216041","0.081343","0.017161","0.04325","0.034253"
"","","","1","66","1","en","light flexion","0.952098","positive","0.91725","0.071794","0.873706","0.022256","0.002578","0.008063"
"","","","1","93","1","en","shades","0.882527","positive","0.959363","0.265901","0.337162","0.091145","0.023837","0.041877"
"","","","1","66","1","en","words","0.594849","positive","0.973871","0.0327","0.842552","0.013579","0.023281","0.01914"
"","","","1","45","1","en","lip gloss","-0.708143","negative","0.937213","0.381688","0.158838","0.219805","0.16064","0.167355"
"400","not enough text provided for language detection","0e7fa6da5a72cdc5013c553b","","","","","","","","","","","","",""
"","","","1","58","1","en","","","","","","","","",""
"","","","1","18","1","en","wording","0.577051","positive","0.924891","0.15857","0.543518","0.062614","0.118477","0.075906"
"","","","1","10","1","en","Joboba","0","neutral","0.927397","0","0","0","0","0"
"","","","1","55","1","en","glide","0.481622","positive","0.992429","0.14622","0.307128","0.025545","0.014865","0.019677"
"","","","1","74","1","en","kind","0","neutral","0.9579","0.236263","0.242685","0.048207","0.117451","0.135643"
"","","","1","105","1","en","light reflex beads.","0.889758","positive","0.93539","0.195766","0.372773","0.18772","0.185467","0.04972"
"","","","1","59","1","en","high-shine watery result","0","neutral","0.953937","0.18866","0.678822","0.019005","0.00687","0.021486"
"","","","1","51","1","en","hydra boost complex","0.93934","positive","0.987845","0.032244","0.69066","0.073736","0.016091","0.064546"
"","","","1","227","1","en","nourishing effect","0.877983","positive","0.986527","0.306586","0.18311","0.263506","0.025523","0.033441"
"","","","1","93","1","en","lips","0.982877","positive","0.981236","0.389464","0.48536","0.079503","0.045254","0.051068"
"","","","1","42","1","en","lips","0.929855","positive","0.909858","0.418966","0.415039","0.133483","0.093579","0.03368"
"","","","1","52","1","en","nuances","-0.333883","negative","0.924154","0.240316","0.257239","0.078863","0.039483","0.140412"
"","","","1","74","1","en","attention","0","neutral","0.997108","0.439377","0.175035","0.266899","0.049485","0.059248"
"","","","1","31","1","en","","","","","","","","",""
"","","","1","38","1","en","plump effect","0.843645","positive","0.941197","0.333469","0.166187","0.172046","0.028563","0.028399"
